songName,songAlbum,songArtist,songDurationMillis,songPlayCount,songRating,songComposer,songYear
Kickstart (501 Remix) (AGRMusic),Dubstep Collection from Kulemina,Redrama,183000,0,0,,2012
Bonkers (Feat. Armand Van Helden) (Doorly Remix),The Sound Of Dubstep Classics - Ministry Of Sound,Dizzee Rascal,272000,0,0,,2013
Gasolina,Unknown Album (08/05/2006 1:53:57 PM),Unknown Artist,193000,0,0,,0
Where's My Money (Caspa Remix),The Sound Of Dubstep Classics - Ministry Of Sound,TC,249023,0,0,,2013
Sweat (David Guetta Extended Mix),Filthy Beatz,Snoop Dogg Vs. David Guetta,343000,0,0,Filthy Beatz,2011
Infinity (Claude Vonstroke Remix),Chilled House Session 2013 ,Infinity Ink,410000,0,0,,2013
Starry Eyed (Jakwob Remix),discodust.blogspot.com,Ellie Goulding,248000,0,0,Jakwob,2009
Tornado (Kill The Noise Remix),www.Dub-Level.com,"Polina, Steve Aoki, Tiesto",215429,0,0,,2012
The Bad Touch,Greatest Rock Songs,Bloodhound Gang,265000,0,0,,0
Annie's Theme (Original Mix),,Afrojack ,350821,0,0,,0
Motherboard,Random Access Memories,Daft Punk,341000,0,0,,2013
Beyond,Random Access Memories,Daft Punk,290156,0,0,,2013
Lost In Your Love,The Official Uk Top 40 Singles Chart 19-08-2012,Redlight,230000,0,0,,2012
Wind Of Change,Greatest Rock Songs,Scorpions,313231,0,0,,0
Dancing With Myself,Greatest Rock Songs,Billy Idol,196935,0,0,,0
Nothing Else Matters,Greatest Rock Songs,Metallica,389000,0,0,,0
Obsessed,RnbUncovered.Com,Mariah Carey,245000,0,0,,2009
The Real Slim Shady,,Eminem,287000,0,0,,0
Raissa,Greatest Rock Songs,Strachy Na Lachy,259000,0,0,,0
In The End,title,Linkin Park,216000,18,0,Linkin Park,2000
Ajrisz,Greatest Rock Songs,T.Love,199000,0,0,,0
The Unforgiven,Greatest Rock Songs,Metallica,387000,0,0,,0
Going Under,Greatest Rock Songs,Evanescence,214959,0,0,,0
Taking Over Me,The Official Uk Top 40 Singles Chart 19-08-2012,Lawson,190000,0,0,,2012
True Stories,,Datarock,169000,0,0,,2008
I'm Not Alone(deadmau5 Remix) (Calvin Harris),Calvin Harris - Ready for the Weekend,Calvin Harris,495328,0,0,,0
Blue (Da Ba Dee),,Eiffel 65,219000,24,0,,0
Somewhere I Belong,ÁªºÏ¹«Ô°Linkin Park-ÎÒµÄ¹éÊôSomewhere I Belong,Linkin Park,215000,0,0,,0
Tell Me Something I Don't Know,,Selena Gomez,201000,0,0,,2008
Glad You Came ,,The Wanted,195498,0,0,,2011
Dani California,Greatest Rock Songs,Red Hot Chili Peppers,282076,0,0,,0
Brokenhearted,The Official Uk Top 40 Singles Chart 19-08-2012,Karmin,225983,0,0,,2012
You Give Love A Bad Name,Greatest Rock Songs,Bon Jovi,222693,0,0,,0
Money,Greatest Rock Songs,Pink Floyd,382757,0,0,,0
Believe (Original Mix),Soul of Ibiza Volume 32,Andrew Rayel,431826,0,0,,2012
Bring Me to Life,Greatest Rock Songs,Evanescence,235909,0,0,,0
Bad To The Bone,Greatest Rock Songs,George Thorogood & The Destroyers,292000,0,0,,0
Just the Way You Are (ft. Lupe Fiasco),,Bruno Mars,236000,0,0,,2010
Someone Like You,21,Adele,289000,5,0,WWW.iM1MUSIC.NET,2011
Levels (Skrillex Remix),SunglassesAndAdvil.net,Avicii,278828,0,0,,2011
Wide Awake,The Official Uk Top 40 Singles Chart 19-08-2012,Katy Perry,220967,0,0,,2012
From The Inside,,Linkin Park,175000,0,0,,0
Love Ain't No Stranger,Greatest Rock Songs,Whitesnake,251008,0,0,,0
Zombie,Greatest Rock Songs,Cranberries,307458,0,0,,0
Soul chosen,Noragami,Iwasaki Taku,137424,3,5,,0
Breaking the Habit,Meteora,Linkin Park,196000,0,0,Linkin Park,2003
Horseshoes and Handgrenades,21st Century Breakdown,Green Day,194142,0,0,Billie Joe Armstrong/Green Day,2009
Honeysuckle ~ Shino's Theme,.hack//G.U.,Yuki Kajiura,68664,4,5,,0
Utada - Come Back To Me.mp3,,,237048,0,0,,0
宇多田ヒカル - Deep River.mp3,,,274728,0,0,,0
Not Afraid,Recovery,Eminem,250000,0,0,,2010
Crimson Flames,Naruto Shippuden,,150528,4,5,,0
Lightning's Theme,Final Fantasy XIII,,146232,7,5,,0
In The End,Greatest Rock Songs,Linkin Park,216945,0,0,,0
Stereo love (Radio Edit),Stereo love,Edward Maya Ft.Alicia,322292,0,0,,2008
Viva La Vida,Greatest Rock Songs,Coldplay,224676,0,0,,0
Another Day in Paradise,Greatest Rock Songs,Phil Collins,321735,0,0,,0
Seven Day Mile,House M.D.,The Frames,269620,11,5,The Frames,1999
決意 - Determination,Mahouka Koukou no Rettousei,Taku Iwasaki,180648,8,5,,0
Maheshwara,Mahouka Koukou no Rettousei,Taku Iwasaki,175104,8,5,,0
Garands,Young the Giant,Young the Giant,245667,0,0,,2011
Hit the Floor,Meteora,Linkin Park,164000,0,0,Linkin Park,2003
Someone Like You,21,Adele,284955,5,0,Adele Adkins/Dan Wilson,0
Andrew von Oeyen - _Clair de lune _ by Debussy.mp3,Classical Music,Various,334848,2,5,,0
Outta Here,Outta Here,Esmee Denters,187000,89,5,,2010
Elgar - Violin Sonata in E minor Op.82 - II. Romance. Andante (live at Berliner Philharmonie).mp3,Classical Music,Various,575184,1,5,,0
Serah's Theme,Final Fantasy XIII,,89976,9,5,,0
Jigoku Shoujo Futakomori SNoW - Nightmare,,Jigoku Shoujo,228312,18,5,,0
I Learned From You - Hannah Montana.MP3,,Hannah Montana,204000,0,0,,0
HSM2- Bet On It - Zac Efron(2).mp3,,,196000,0,0,,0
As I Am - Hannah Montana.MP3,,Hannah Montana,222000,0,0,,0
Life's What You Make It - Hannah Mon.MP3,,Hannah Montana,191000,0,0,,0
Clear - Hannah Montana.MP3,,Hannah Montana,183000,0,0,,0
rihanna - shut up and drive.mp3,,,213000,4,0,,0
Contact,Random Access Memories,Daft Punk,383593,0,0,,2013
You and Me Together - Hannah Montana.MP3,,Hannah Montana,228000,0,0,,0
"Read All About It, Pt. Iii",The Official Uk Top 40 Singles Chart 19-08-2012,Emeli Sandé,285000,0,0,,2012
Girls Night Out (G.N.O.) - Hannah Mo.MP3,,Hannah Montana,218000,0,0,,0
Shigatsu wa Kimi no Uso OST 2_ 03 - Chelsea.mp3,Shigatsu wa Kimi no Uso,,113928,0,5,,0
Shigatsu wa Kimi no Uso OST 2_ 05 - Tokutouseki.mp3,Shigatsu wa Kimi no Uso,,123888,0,5,,0
Shigatsu wa Kimi no Uso OST 2_ 02 - Nande Tokuige Nanda.mp3,Shigatsu wa Kimi no Uso,,91056,0,5,,0
Shigatsu wa Kimi no Uso OST 2_ 04 - Minna Kowai yo.mp3,Shigatsu wa Kimi no Uso,,108024,0,5,,0
Uso to Honto ~Piano Solo~,Shigatsu wa Kimi no Uso,,165216,1,5,,0
Uso to Honto,Shigatsu wa Kimi no Uso,,173232,1,5,,0
Otouto Mitai na Sonzai ~Piano Solo~,Shigatsu wa Kimi no Uso,,98088,1,5,,0
Suimen,Shigatsu wa Kimi no Uso,,117528,0,5,,0
Omotta Yori Ookii na,Shigatsu wa Kimi no Uso,,95808,0,5,,0
Kisetsu ga Kawaru,Shigatsu wa Kimi no Uso,,137472,0,5,,0
Kujikesou ni Naru Watashi wo Sasaete Kudasai,Shigatsu wa Kimi no Uso,,132960,0,5,,0
Boku no Sunde Iru Machi wa Colorful ni Irozuite Iru,Shigatsu wa Kimi no Uso,,103056,0,5,,0
Yuujin A kun wo Watashi no Bansousha ni Ninmei Shimasu,Shigatsu wa Kimi no Uso,,146256,0,5,,0
Otonashiku Bansoushiro!!!,Shigatsu wa Kimi no Uso,,100128,0,5,,0
Bansou Bansou Bansou Bansou,Shigatsu wa Kimi no Uso,,108576,0,5,,0
Unknown,Shigatsu wa Kimi no Uso,,106512,1,5,,0
Bouryoku Joutou,Shigatsu wa Kimi no Uso,,127776,0,5,,0
Kouiu Kimochi wo Nante Itta Kana,Shigatsu wa Kimi no Uso,,142488,0,5,,0
For you ~Tsuki no Hikari ga Furisosogu Terrace~,Shigatsu wa Kimi no Uso,,355128,0,5,,0
Haru no Kaori,Shigatsu wa Kimi no Uso,,139368,0,5,,0
Kimi wa Haru no Naka ni Iru,Shigatsu wa Kimi no Uso,,111120,0,5,,0
Kyou no Koto wa Wasurerarenai yo,Shigatsu wa Kimi no Uso,,139416,0,5,,0
Maru de Eiga no One Scene no you ni,Shigatsu wa Kimi no Uso,,118800,0,5,,0
Yurusumaji Tousatsuma,Shigatsu wa Kimi no Uso,,98856,0,5,,0
Onna Doushi no Kawaii,Shigatsu wa Kimi no Uso,,96576,0,5,,0
"Watashi, Violinist na no",Shigatsu wa Kimi no Uso,,119568,0,5,,0
Kanojo wa Utsukushii,Shigatsu wa Kimi no Uso,,107328,0,5,,0
Shikai ga Akai!,Shigatsu wa Kimi no Uso,,99528,0,5,,0
Yuugure Doki no Gekou,Shigatsu wa Kimi no Uso,,100872,0,5,,0
Haha no Yume,Shigatsu wa Kimi no Uso,,103416,0,5,,0
Kimi wa Wasurerareru no,Shigatsu wa Kimi no Uso,,94440,0,5,,0
Watashi no Uso,Shigatsu wa Kimi no Uso,,172032,0,5,,0
Shigatsu wa Kimi no Uso,Shigatsu wa Kimi no Uso,,105408,1,5,,0
Yuujin A,Shigatsu wa Kimi no Uso,,176928,0,5,,0
Watashi tachi wa Sou Yatte Ikite Iku Jinshu na no,Shigatsu wa Kimi no Uso,,140544,0,5,,0
Jibun Rashiku,Shigatsu wa Kimi no Uso,,119016,0,5,,0
Senobi ~Nemureru Mori no Bijo no ''Adagio''~,Shigatsu wa Kimi no Uso,,322536,0,5,,0
Ringo Ame,Shigatsu wa Kimi no Uso,,120360,0,5,,0
My Truth ~Rondo Capriccioso~,Shigatsu wa Kimi no Uso,,312984,0,5,,0
Kawaita Kuuki,Shigatsu wa Kimi no Uso,,157632,1,5,,0
Yuujin A ~Piano Solo~,Shigatsu wa Kimi no Uso,,103776,1,5,,0
Watashi tachi Saikyou da Mon,Shigatsu wa Kimi no Uso,,114576,0,5,,0
Modottekita Nichijou,Shigatsu wa Kimi no Uso,,109392,0,5,,0
Anata no Shokuba,Shigatsu wa Kimi no Uso,,122112,0,5,,0
Colorful ni Irozuite Yuku,Shigatsu wa Kimi no Uso,,143880,0,5,,0
Hoshi wa Yoru Kagayakunda ze,Shigatsu wa Kimi no Uso,,125544,0,5,,0
Kore wa Kitto,Shigatsu wa Kimi no Uso,,100512,0,5,,0
Colorful ni Irozuki Hajimeta Sekai,Shigatsu wa Kimi no Uso,,122808,0,5,,0
Ame no Nioi ga Suru,Shigatsu wa Kimi no Uso,,141096,1,5,,0
Kaasan to no Omoide,Shigatsu wa Kimi no Uso,,114024,0,5,,0
Hiccho,Shigatsu wa Kimi no Uso,,100968,0,5,,0
Kousei wa Tensai da yo!,Shigatsu wa Kimi no Uso,,132024,0,5,,0
Wakariyasui Yatsu,Shigatsu wa Kimi no Uso,,96816,0,5,,0
Kyaaaaa,Shigatsu wa Kimi no Uso,,91416,0,5,,0
Have a strong will ~Kogarashi~,Shigatsu wa Kimi no Uso,,277344,0,5,,0
Lose Yourself to Dance (feat. Pharrell Williams),Random Access Memories,Daft Punk,353872,0,0,,2013
Innocence,Sword Art Online,Eir Aoi,302000,52,5,,0
Telemiscommunications,Album Title Goes Here,Deadmau5,247431,0,0,,2012
Accidentally in Love,Shrek 2 OST,Counting Crows,189000,16,0,Adam Duritz/Dan Vickrey/David Immerglück/Matthew Malley,2004
Iktara,Wake Up Sid @ Fmw11.com,"Kavita Seth, Amitabh Bhattacharya",253747,0,0,,2009
Romantic Flight,How To Train Your Dragon 2,,117264,0,5,John Powell,0
Dragon Racing,How To Train Your Dragon 2,,268848,0,5,John Powell,0
Test Drive,How To Train Your Dragon 2,,157032,0,5,John Powell,0
Layla,Greatest Rock Songs,Derek And The Dominos,428361,0,0,,0
To Sir With Love,"Glee: The Music, Journey to Regionals",Glee,164000,1,0,,2010
Signs of Love,Persona 4 Golden,Persona 4,259000,12,5,,0
Touch (feat. Paul Williams),Random Access Memories,Daft Punk,498950,0,0,,2013
Failbait ,Album Title Goes Here,Deadmau5,288000,0,0,,2012
Atonement,Final Fantasy XIII,,263736,1,5,,0
Avicii vs. Lenny Kravitz - Superlove (Damian William Remix.mp3,www.musicdjsmp3.com,,329000,0,0,,0
Rollin' (Air Raid Vehicle),Greatest Rock Songs,Limp Bizkit,214000,0,0,,0
Blinded By Light,Final Fantasy XIII,,175104,1,5,,0
Instant Crush (feat. Julian Casablancas),Random Access Memories,Daft Punk,337525,0,0,,2013
Fragments of Time (feat. Todd Edwards),Random Access Memories,Daft Punk,280000,0,0,,2013
The Student Council ~ Shizune's Theme,Katawa Shoujo,Nicol Amarfi,103176,6,5,,0
Dont panic,Parachutes,Cold Play,136811,0,0,Chris Martin/Guy Berryman/Jon Buckland/Will Champion,2000
Jikan Nanka Tomareba ii no ni,Shigatsu wa Kimi no Uso,,85608,1,5,,0
Shigatsu no Aru Hi,Shigatsu wa Kimi no Uso,,118968,1,5,,0
Isshou ni Ikou ze,Shigatsu wa Kimi no Uso,,102288,1,5,,0
Again,Shigatsu wa Kimi no Uso,,151680,7,5,,0
Black Magic,Negima! Evangeline,,79992,131,5,,0
Jiya Re,Jab Tak Hai Jaan,,235176,7,5,,0
Beethoven's Moonlight Sonata mvt. 3,Classical Music,Wilhelm Kempff,453552,3,5,,0
Brand New Breeze,La Corda d'Oro,La Corda d'Oro - Kanon,235824,36,5,,0
My Name,,Naruto,139000,17,5,,0
Tumhi Ho Bandhu - Cocktail - Saif Ali Khan - Deepika - Diana - 1080p HD - V4.mp3,,,275400,0,0,,0
Crossing Field,Sword Art Online,Nightcore,219000,36,5,,0
Ik Junoon - Paint It Red_ Full Song - Zindagi Na Milegi Dobara (HD 1080p).mp3,,,296160,2,5,,0
Pharrell Williams - Happy (Official Music Video).mp3,,,247032,0,0,,0
Magneto,X-Men: First Class,Henry Jackman,112769,4,5,Henry Jackman,2011
Bitter Sweet Symphony,Greatest Rock Songs,The Verve,358000,0,0,,0
The Alphabeat (Radio Edit),The Alphabeat (Radio Edit) - Single,David Guetta,206000,0,0,David Guetta & Giorgio H. Tuinfort,2012
All I Want Is You -オリジナルバージョン(フル尺),,M-Flo,315000,53,5,,0
A Song of Storm and Fire,Tsubasa Chronicles,Tsubasa,245000,21,5,,0
Tsubasa OST - Endlessly(mp3).mp3,,,212280,0,0,,0
Tsubasa OST - When Two Powers Collide.mp3,,,250008,0,0,,0
Pollini plays Chopin Etude Op.25 No.5.mp3,Classical Music,Various,176712,0,5,,0
Awakening (Dead Battery Remix) (AGRMusic),Dubstep Collection from Kulemina,"Dabin, Bijou",304000,0,0,,2012
Dub Life (Shocktone Remix) (AGRMusic),Dubstep Collection from Kulemina,KIDA,290000,0,0,,2012
Bleed It Out,Minutes to Midnight [Clean],Linkin Park,164513,0,0,Chester Bennington/Linkin Park/Mike Shinoda,2007
Aura,.hack//G.U.,Emily Bindiger,185040,51,5,,0
Kimi ga Iru,Shigatsu wa Kimi no Uso,,146688,0,5,,0
Light Me Up (Document One Remix) (AGRMusic),Dubstep Collection from Kulemina,Lonsdale Boys Club,234000,0,0,,2012
Kanye_West_Stronger.mp3,"""The Billboard Top 100 R&B / Hip-Hop Singles & Tracks"", October, 2007",Various artists,311849,0,0,,0
Amrita,Tsubasa Chronicles 2,,309624,0,5,,0
Love Story,Fearless,Taylor Swift,234000,0,0,,0
Reach Up (Papa's Got A Brand New Pig Bag) (Marco V Remix),25 House Essentials 2013 Vol 1 WEB,Perfecto All Stars,371000,0,0,,2013
Africa,Untitled Album,Karl Wolf,265000,0,0,,2002
Hero's Come Back!,Naruto Shippuden Opening,Nobodyknows Feat DJ Mitsu,277000,0,0,Crystal Boy/Hidden Fish,2008
Levels,Levels - EP,Avicii,199913,0,0,"Tim Bergling, Ash Pournouri, Leroy Kirkland, Pearl Woods & Etta James",2011
Fear...,Ragnarok Online BGM,SoundTeMP,151000,0,0,SoundTeMP,2002
Professional Griefers,Album Title Goes Here,Deadmau5,243716,0,0,,2012
Cup Of Life,,Ricky Martin,257000,0,0,,0
Nobody's Perfect - Hannah Montana.MP3,,Hannah Montana,192000,0,0,,0
3. Work This Out.mp3,High School Musical 2,High School Musical 2 Cast,186000,0,0,,2007
Broken Youth,naruto Shippuden Ending,Nico Touches the Walls,295000,0,0,,2008
Baby When The Light (David Guetta),David Guetta - Pop Life,David Guetta,207679,0,0,,0
Love is a Beautiful Pain [喜欢你真的好痛苦] - Endless Tears.mp3,,Love is a beautiful pain,264000,88,5,,0
Rihanna - Take A Bow.mp3,,,229000,25,5,,0
What's that (David Jones & Neuroxyde Remix),25 House Essentials 2013 Vol 1 WEB,James Jackson,441000,0,0,,2013
Yume No Tsubasa,Tsubasa Chronicles,Tsubasa,273676,0,5,,0
Distance,Naruto Shippuden Opening,Long Shot Party,188000,18,5,Long Shot Party/Sasaji,2008
Show Me (Darth & Vader Remix),25 House Essentials 2013 Vol 1 WEB,Danny Dove,325000,0,0,,2013
The Great Divide (Seven Lions Remix) (AGRMusic),Dubstep Collection from Kulemina,Velvetine,302000,0,0,,2012
Sleepless (feat. Savvy) [Xilent Remix],UKF Dubstep 2012,Excision,309000,0,0,,2012
Eyes Wide Open (Alien Delon Remix),Chilled House Session 2013 ,Gotye,351239,0,0,,2013
Foolish Boy (Ivan Gough & Luke Chable Remix),25 House Essentials 2013 Vol 1 WEB,Emma Hewitt,425948,0,0,,2013
The Fray - How to Save a Life.mp3,,,266880,0,0,,0
Pollini plays Chopin Etude Op.10 No.12 'Revolutionary'.mp3,Classical Music,Various,168912,0,5,,0
jonas brothers - s.o.s..mp3,,,151000,0,0,,0
Never Say Never (Don't Let Me Go),Transformers - Revenge of the Fallen the Album (Original Soundtrack),The Fray,259209,0,0,,2009
Hands Held High,Minutes to Midnight [Clean],Linkin Park,233244,0,0,Chester Bennington/Linkin Park/Mike Shinoda,2007
AsTRonoMia (Tony Igy),Tony Igy - AsTRonoMia,Tony Igy,276000,0,0,,0
Tsubasa Chronicles - Sakura´s song.mp3,,,152516,0,0,,0
Apologize,Shock Value,Timbaland featuring OneRepublic,184000,0,0,Ryan Tedder & Tim Mosley,2007
Pollini plays Chopin Etude Op.10 No.4.mp3,Classical Music,Various,122472,0,5,,0
Fix You (Alesso & Swedish House Mafia Remix),,Coldplay,418000,0,0,,0
Feel it in My Bones (Tiësto feat. Tegan and Sara),Tiësto - Kaleidoscope,Tiësto,293000,0,0,,0
Bop to the Top,High School Musical Soundtrack,Ryan and Sharpay,108000,0,0,,2006
Saigo no Kajitsu,Tsubasa Chronicles 2,Tsubasa,290524,8,5,,0
Get'cha Head in the Game,High School Musical Soundtrack,Troy,148000,0,0,,2006
A Real Hero (feat. Electric Youth),Drive (Original Motion Picture Soundtrack),College,268000,0,0,,2011
When There Was Me and You,High School Musical Soundtrack,Gabriella,181000,0,0,,2006
We Own the Night (Tiësto & Wolfgang Gartner feat. Luciana),"Tiësto - Club Life, Vol. 2 - Miami",Tiësto,218773,0,0,,0
Faint,Greatest Rock Songs,Linkin Park,162114,0,0,,0
Sultans of Swing,Greatest Rock Songs,Dire Straits,348670,0,0,,0
Pollini plays Chopin Etude Op.25 No.11 'Winter Wind'.mp3,Classical Music,Various,212856,0,5,,0
Energize (Agis Patakas & Swanson Remix),25 House Essentials 2013 Vol 1 WEB,Renvo,295000,0,0,,2013
I Can't Take My Eyes Off of You,High School Musical Soundtrack,"Troy, Gabriella, Ryan, and Sharpay",171000,0,0,,2006
Key of Twilight,.hack//G.U.,Yuki Kajiura,227760,16,5,,0
8. Bet On It.mp3,High School Musical 2,High School Musical 2 Cast,201000,0,0,,2007
Shock Me,Greatest Rock Songs,Kiss,226401,0,0,,0
Like a G6,Like a G6,Far East Movement,218355,0,0,,2009
Breaking Free,High School Musical Soundtrack,Troy and Gabriella,207000,0,0,,2006
Yellow Submarine,Yellow Submarine,Beatles,161000,0,0,,1966
Bailamos,Wild Wild West Soundtrack,Enrique Iglesias,218000,0,0,,1999
Mezamero! Yasei,naruto Shippuden Ending,MATCHY with QUESTION?,245000,0,0,,0
Crush (Bar9 Vocal Remix) (AGRMusic),Dubstep Collection from Kulemina,M'Black,242000,0,0,,2012
Man with a Mission ft. Takuma - Database,Log Horizon,Yasuharu Takanashi,236664,6,5,,0
Send Me Your Love (KDrew Remix) (AGRMusic),Dubstep Collection from Kulemina,Taryn Manning,294867,0,0,,2012
What I've Been Looking For,High School Musical Soundtrack,Ryan and Sharpay,124000,0,0,,2006
American Idiot,Greatest Rock Songs,Green Day,174000,0,0,,0
One (Caspa Dub Remix),The Sound Of Dubstep Classics - Ministry Of Sound,Swedish House Mafia,251739,0,0,,2013
Suffocate (Koven Remix),UKF Dubstep 2012,The Prototypes,274000,0,0,,2012
Hamatan,Ragnarok Online BGM,SoundTeMP,146000,0,0,SoundTeMP,2002
Stabs,UKF Dubstep 2012,xKore,254000,0,0,,2012
Sadness and Sorrow,,Naruto OST 1,180000,19,5,,0
Total Eclipse,Tsubasa Chronicles 2,Tsubasa,147240,45,5,,0
Log Horizon,Log Horizon,Yasuharu Takanashi,163104,4,5,,0
Mune ni Himeta Omni,Log Horizon,Yasuharu Takanashi,124776,26,5,,0
Dual Heavenly City - Breg Epona,.Hack//G.U.,,180408,0,5,,0
Dimming Dawn,.Hack//G.U.,,341808,0,5,,0
Six Ringing Peaks of Al Fadel - Θ Hidden Forbidden Virgin,.Hack//G.U. Lost Grounds - Al Fadel,,191112,1,5,,0
Dead World of Indieglut Lugh - Δ Hidden Forbidden Dead Wood,.Hack//G.U. Lost Grounds - Indieglut Lugh,,114024,1,5,,0
World of Sin Ran Hati - Σ Hidden Forbidden Sin Realm,.Hack//G.U. Lost Grounds - Ran Hati,,111480,0,5,,0
Dragonbein Range Briona Gwydion - Θ Hidden Forbidden Dragonbein,.Hack//G.U. Lost Grounds - Briona Gwydion,,102600,0,5,,0
Coite-Bodher Battlefield Remains - Θ Hidden Forbidden Battlefield,.Hack//G.U. Lost Grounds - Coite-Bodher,,170640,1,5,,0
Synchronicity,Tsubasa Chronicles 2,Tsubasa,324272,7,5,,0
City 2 City (feat. Belle Humble),UKF Dubstep 2012,Zomboy,317000,0,0,,2012
Dust To Dust,Final Fantasy XIII,,228888,221,5,,0
LinkinPark-NewDivide.mp3,,,268000,12,0,,0
I'll Face Myself ~Battle~,Persona 4,Persona 4,180264,0,5,,0
[Persona 4 OST] 05 - New Days.mp3,,,137976,0,0,,0
[Persona 4 OST] 06 - Signs Of Love.mp3,,,181272,0,0,,0
[Persona 4 OST] 04 - The Poem for Everyone's Souls.mp3,,,338616,0,0,,0
[Persona 4 OST] 09 - Like a dream come true.mp3,,,157344,0,0,,0
[Persona 4 OST] 08 - Your Affection.mp3,,,172320,0,0,,0
[Persona 4 OST] 10 - Who's there_.mp3,,,112344,0,0,,0
[Persona 4 OST] 11 - Reach Out To The Truth -First Battle-.mp3,,,177648,0,0,,0
[Persona 4 OST] 12 - SMILE.mp3,,,203520,0,0,,0
[Persona 4 OST] 13 - Backside Of The TV.mp3,,,174504,0,0,,0
[Persona 4 OST] 15 - Castle.mp3,,,158328,0,0,,0
[Persona 4 OST] 14 - Reasoning.mp3,,,202632,0,0,,0
[Persona 4 OST] 16 - Borderline of Madness.mp3,,,139632,0,0,,0
[Persona 4 OST] 21 - Belongings.mp3,,,100512,0,0,,0
[Persona 4 OST] 23 - Sauna.mp3,,,124248,0,0,,0
[Persona 4 OST] 26 - Reach Out To The Truth -Inst version-.mp3,,,92568,0,0,,0
[Persona 4 OST] 25 - Reach Out To The Truth.mp3,,,168192,0,0,,0
[Persona 4 OST] 27 - specialist.mp3,,,133704,0,0,,0
[Persona 4 OST] 28 - Theater.mp3,,,113040,0,0,,0
[Persona 4 OST] 30 - youthful lunch.mp3,,,102216,0,0,,0
"[Persona 4 OST] 29 - Heartbeat, Heartbreak.mp3",,,135528,0,0,,0
[Persona 4 OST] 32 - ZONE TIME.mp3,,,93000,0,0,,0
[Persona 4 OST] 31 - Game.mp3,,,159480,0,0,,0
[Persona 4 OST] 33 - A New World Fool.mp3,,,258240,0,0,,0
[Persona 4 OST] 34 - Mist.mp3,,,235944,0,0,,0
[Persona 4 OST] 36 - Theme of Junes.mp3,,,99672,0,0,,0
[Persona 4 OST] 37 - The Power of the Heart (P4ver.).mp3,,,119472,0,0,,0
[Persona 4 OST] 38 - The Path is Open (P4ver.).mp3,,,110448,0,0,,0
[Persona 4 OST] 39 - Reverie.mp3,,,143400,0,0,,0
[Persona 4 OST] 41 - Secret Base.mp3,,,150480,0,0,,0
[Persona 4 OST] 42 - Heaven.mp3,,,179976,0,0,,0
[Persona 4 OST] 43 - Alone.mp3,,,120192,0,0,,0
[Persona 4 OST] 45 - Long Way.mp3,,,143784,0,0,,0
[Persona 4 OST] 47 - Corridor.mp3,,,140352,0,0,,0
[Persona 4 OST] 48 - The Almighty.mp3,,,279600,0,0,,0
[Persona 4 OST] 50 - I'll Face Myself -another version-.mp3,,,104376,0,0,,0
[Persona 4 OST] 49 - The Genesis.mp3,,,471240,0,0,,0
[Persona 4 OST] 51 - Never More.mp3,,,400632,0,0,,0
[Persona 4 OST] 52 - Electronica In Velvet Room.mp3,,,285528,0,0,,0
In My Mind (Axwell Mix) ,www.whatDjplays.com,Ivan Gough & Feenixpawl ft. Georgi Kay,439000,0,0,,2011
Nowhere To Go (Shogun Remix),ABSOLUT TRANCE v1.0,W&W ft Bree,487000,0,0,,2012
Simply Amazing,The Official Uk Top 40 Singles Chart 19-08-2012,Trey Songz,239815,0,0,,2012
She Wolf (Falling to Pieces),Record Dance Video, David Guetta ft. Sia ,238000,0,0,,2012
Take Over Control (Dinthey Remix) (AGRMusic),Dubstep Collection from Kulemina,"Afrojack, Eva Simons",259000,0,0,,2012
Money For Nothing,Greatest Rock Songs,Dire Straits,506380,0,0,,0
Hulle Granz Cathedral - Δ Hidden Forbidden Holy Ground,.Hack//G.U. - Lost Grounds : Hidden Forbidden Holy Ground,Chikayo Fukuda,143976,3,0,,0
Arche Koeln Falls - Δ Hidden Forbidden Radiation,.Hack//G.U. Lost Grounds - Arche Koeln,,120840,8,5,,0
Speak the Inscription ~Ovan's Theme~,.Hack//G.U.,,131712,2,5,,0
Californication,Californication,Red Hot Chili Peppers,321000,0,0,Anthony Kiedis/Chad Smith/Flea/John Frusciante,1999
Ghosts 'n' Stuff [Nero Remix] (Deadmau5 feat. Rob Swire),Deadmau5 - For Lack of a Better Name,Deadmau5,255000,0,0,,0
Ghosts 'n' Stuff (Deadmau5),Deadmau5 - For Lack of a Better Name,Deadmau5,286000,0,0,,0
careless whisper saxophone instrumental.mp3,,,257376,0,0,,0
Yuki Kajiura - Fairyland.mp3,,,223680,0,0,,0
Yuki kajiura-Desert sunset.mp3,,,240240,0,0,,0
Dragon Force,Fairy Tail,Yasuharu Takanashi,255144,24,5,,0
Minori to Touya,Log Horizon,Yasuharu Takanashi,111120,19,5,,0
david guetta ft. wynter gordon - toyfriend,One Love,David Guetta,196719,0,0,www.chikokevo.com,2009
Turn Me On (David Guetta feat. Nicki Minaj),David Guetta — Nothing But the Beat,David Guetta,199861,0,0,,0
[Persona 4 OST] 35 - Period.mp3,,,61080,0,0,,0
Hourglass (feat. LIZ),Clarity,Zedd,313048,0,0,Anton Zaslavski & Elizabeth Nicole Abrams,2012
[Persona 4 OST] 02 - A Corner of Memories.mp3,,,71280,0,0,,0
Decisions (Original Mix),UKF Dubstep 2012,Borgore,194000,0,0,,2012
